Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Abundances (Scaled): F1: Sample	Abundances (Scaled): F2: Sample	Abundances (Scaled): F3: Sample	Abundances (Scaled): F4: Sample	Abundances (Scaled): F5: Sample	Abundances (Scaled): F6: Sample	Abundances (Scaled): F7: Sample	Abundances (Scaled): F8: Sample	Abundances (Scaled): F9: Sample	Abundances (Scaled): F10: Sample	Abundances (Scaled): F11: Sample	Abundances (Scaled): F12: Sample	Abundance: F1: Sample	Abundance: F2: Sample	Abundance: F3: Sample	Abundance: F4: Sample	Abundance: F5: Sample	Abundance: F6: Sample	Abundance: F7: Sample	Abundance: F8: Sample	Abundance: F9: Sample	Abundance: F10: Sample	Abundance: F11: Sample	Abundance: F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	P05787	Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7	0	267.521	59	37	438	28	483	53.7	5.59	950.63	37	135.2	86.8	89.4	167.5	87.6	54.5	49.9	198.1	74.5	58.5	138.7	59.2	243319250.1	156105427.3	160847073.3	301383521	157618149.8	98021160.44	89799936.69	356475429.1	134019634.7	105226277	249481643.4	106551121.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q7L2E3	ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1	0	262.661	44	44	371	44	1194	133.9	8.78	819.46	44	111.6	63.9	75	139.7	158	116.8	43.2	60.7	44.6	112.5	169.6	104.4	184791681.7	105826721.9	124124298.4	231280072.6	261680475.8	193436157.5	71548235.69	100466702.4	73856423.38	186336980.8	280887532.1	172855224.4	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q00839	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	0	260.703	37	29	315	29	825	90.5	6	720.3	29	108.9	118.7	145.9	120.5	130.8	109.3	67.2	98.5	69.3	72.1	92.2	66.8	166475372.8	181461561.8	223048877.8	184214004.6	199986996.3	167142998.3	102815541.8	150561566.7	105987034.2	110221473	141073098.8	102160459.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q6WCQ1	Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3	0	256.984	49	40	198	40	1025	116.5	6.21	454.85	40	102.2	35.4	42.6	135.3	86.1	46.5	37.8	274.7	117.6	65.4	189.7	66.8	58365191.88	20199858.95	24314002.59	77287990.88	49146074.5	26536562.19	21587165.27	156861722	67142191.11	37343323.58	108306135.1	38162924.91	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	0	255.284	52	30	379	28	579	63.7	8.87	858.23	30	113.3	100.7	127.1	140	137.3	115.3	50.2	66.7	46.3	92.5	128.6	82	221356661.4	196672342.4	248221106.9	273432603.1	268209972.6	225282597.6	98084781.72	130183375.2	90353440	180604883.6	251171245.8	160077483.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96QC0	Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PPP1R10 PE=1 SV=1	0	254.416	41	33	419	33	940	99	9.17	1094.26	33	63	74.4	80.8	98.1	137.8	128.1	60	83.7	55.4	137.1	150	131.8	120201566.3	141931568.4	154162670.2	187228507.6	262894961.4	244371150.4	114412520	159649607.6	105636556.4	261690039.2	286215121.9	251412399.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P39023	60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2	0	246.319	53	29	356	29	403	46.1	10.18	758.08	29	23.8	27.3	26.9	174.8	194.3	166.9	21.9	34.2	17.6	157.8	210.9	143.5	87269853.69	100059905.7	98475565.13	639674789.8	711007469.7	610653665	80332988.88	125007402	64551222.66	577571657.3	771949569.2	525315386.2	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	0	245.951	72	25	351	23	353	37.4	8.95	868.71	25	94.5	107.4	117.3	227.3	199.9	125.5	38.8	46.2	25.8	69.8	91	56.5	192119620	218419427.7	238504863.7	462056335.5	406356436.8	255179552.9	78972279.01	93919701.3	52385528.72	141994206.7	185069994	114917042.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1	0	244.947	97	12	166	11	115	11.7	4.54	568.57	12	44.1	41	59.9	172.2	189	88.7	26.9	42.6	29.4	152.9	212.6	140.6	110986639.1	103096281.8	150662288.1	433192865	475544980	223072587.1	67743773.22	107248142.3	74083669.38	384714269.4	534853008.8	353744938.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H2U1	ATP-dependent DNA/RNA helicase DHX36 OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=2	0	240.826	42	32	269	31	1008	114.7	7.68	664.18	32	96.7	86.5	102.9	158.8	179.3	129.3	47	65.6	31.8	80.5	120.2	101.2	71874453.25	64264710.5	76437536.94	117994077.8	133253070.7	96084035	34959030.92	48748295.48	23645214.13	59849470.13	89345911.06	75205581.88	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P52272	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	0	240.682	58	33	397	33	730	77.5	8.7	972.81	33	81.5	95.6	104.2	150.2	159.5	123.3	43	72.3	38.9	100.8	148.5	82.2	157500890.4	184577430.2	201289996.1	290172660.3	308046691.4	238115928.5	83069928.53	139573719.2	75154454.38	194721682.8	286825345.5	158857451	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P61247	40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2	0	240.328	70	28	333	28	264	29.9	9.73	712.17	28	55.6	60.1	70.2	177.4	188.8	132	31.5	61.1	34.8	119.2	153	116.2	174640974.6	189064573.9	220777649.1	557642744.3	593415210.6	414786116.6	99105453.84	192138820	109526430.8	374541802.2	480999799.6	365279836.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y2W1	Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2	0	237.801	34	33	205	32	955	108.6	10.15	423.25	33	65.7	61.3	70	218.5	247.6	154.3	32.4	49.8	28.3	89.2	103.7	79.3	48730926.83	45460950.25	51929699.19	162113731.8	183764511.3	114502061.4	24024865.11	36948735.63	21035798.06	66154584.64	76952738.3	58825442.2	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P17844	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1	0	237.243	59	39	414	29	614	69.1	8.92	858.7	39	77.5	65.3	82.1	184.3	200.7	137.4	33.6	55.1	32.1	98.1	149	84.7	121215549	102005773	128394023.1	288163491.4	313750781.5	214797927.7	52468400.46	86052430.94	50160090.69	153402986.8	232906328.4	132469221.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62424	60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2	0	231.753	58	30	357	30	266	30	10.61	904.43	30	18.3	20.3	28.7	175.7	197.7	146.7	18.1	32.5	16.8	152.6	226.2	166.4	133459125.9	148436642.3	210074668.4	1284225946	1444795580	1072501642	132220908.7	237485615.6	122895447.3	1115250452	1653318187	1215902943	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P04350	Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2	0	231.142	57	21	375	1	444	49.6	4.88	924.07	21																									High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P68133	Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1	0	225.077	40	20	648	4	377	42	5.39	1310.92	20	100.3	69.3	61.6	128.7	78.4	33.4	32.9	155	71.8	95.7	254.4	118.6	147374122.7	101729463.5	90483503.5	189046127.6	115218698	49016000	48302035	227600590	105397573.9	140507721.4	373660806.3	174155192.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q06787	Fragile X messenger ribonucleoprotein 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1	0	219.883	56	32	280	29	632	71.1	7.42	587.98	32	52.3	60.8	61.5	168.7	174	133.3	25.3	50	25.2	121.2	196.8	130.7	49062902.44	57038894.38	57722195.38	158202465.6	163180779.3	125028840.2	23773729.87	46889894.8	23658412.38	113696551.1	184626083.1	122631558.7	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	P62701	40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2	0	215.135	60	19	295	19	263	29.6	10.15	725.91	19	47.4	48.7	54	182	184.3	143	26.5	52.4	28.2	142.5	168.4	122.7	132492440.8	135988430.1	150721660.1	508495056.8	514812039.2	399599883	74003425.25	146425833.3	78645205.44	397989266.1	470377919.8	342885750.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9HCE1	Helicase MOV-10 OS=Homo sapiens OX=9606 GN=MOV10 PE=1 SV=2	0	214.014	40	31	317	31	1003	113.6	8.82	786.3	31	97.3	99.9	94.2	120.8	107.1	85.8	70.6	112.6	65.6	123.4	123.7	99.1	91081172.44	93548242.75	88210213.69	113093007.1	100342613.5	80323528.28	66148856.47	105481500.1	61400815.5	115572457.1	115810787	92809924.25	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P46777	60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3	0	213.021	60	26	317	26	297	34.3	9.72	655.35	26	16.8	16	20.1	145.2	187.4	161.2	15.2	28.6	15.1	172.7	261.6	160	37227846.62	35455745.63	44462783.56	321024080.7	414227629.1	356184422.8	33646809.31	63211384.19	33294424.88	381643864.1	578172945.9	353750271.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5JSZ5	Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2	0	212.261	29	44	186	43	2229	242.8	8.34	359.14	44	104.1	61.8	79.2	68.6	131	92.3	47	94.9	64	154.3	165	137.9	50661906	30085645.63	38524715.69	33381255.06	63736028.94	44921622.47	22860755.91	46176201.81	31124700.53	75087697.06	80274792.13	67103900.06	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y4I1	Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2	0	212.217	26	40	137	37	1855	215.3	8.48	263.05	40	87.6	62.6	55.5	85.6	70.4	48.6	79	294.2	100.5	87.3	164.6	64.2	40875243.97	29209201.13	25893408.06	39942915.38	32848005.25	22681629.5	36861606.69	137308335.3	46917012.81	40748111.31	76799805.09	29981066.22	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P18621	60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3	0	209.538	55	16	213	16	184	21.4	10.17	558.37	16	22.1	26.8	45.1	152.4	207.3	174.8	25.7	39.8	22.3	151	212.3	120.4	47749948.34	57750171.33	97332104.06	328588615.3	446994656.9	377011586.8	55331015.94	85824326.78	48078284.09	325707648.6	457934385.3	259769207.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P61978	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1	0	208.86	52	26	406	26	463	50.9	5.54	1080.72	26	115.1	124.3	127.6	138.9	157.5	120.2	44.9	64.7	39.5	75	121.8	70.4	306764864.7	331466163.8	340264513.5	370466697.3	419934079.9	320540336.6	119735882.5	172479497.6	105438008.1	200032824.6	324685605	187702670.9	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	Q9NVI7	ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2	0	208.646	44	29	286	10	634	71.3	8.98	730.11	29	56	85.5	84.2	123.1	155.3	108.5	52.9	94.2	49.6	120.4	175.8	94.6	41295798.13	63036500.25	62118940.63	90829052.38	114510419.1	79992693.75	38991469.02	69504608.48	36613631.69	88779362.09	129642502.6	69759144	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P35637	RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1	0	208.014	18	14	388	12	526	53.4	9.36	1075.27	14	99.8	119.9	108.6	76.7	83.5	88.1	68.5	109.7	75.3	167.1	128	74.9	322534567.5	387227979.8	350948022.6	247646059.6	269802650.1	284536164.9	221225773.3	354287573.1	243270164.9	539756615.9	413440453.8	242001045.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P14866	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	0	207.626	51	22	217	21	589	64.1	8.22	523.13	22	203.8	107.4	104.2	172	164.6	118.1	38.2	54.7	21.2	69.3	95.2	51.3	184870163.3	97387217.63	94501144.06	156055885.6	149357823	107152397.1	34679839.53	49651382.19	19207773.16	62823284.94	86389127.75	46498248.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NYF8	Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2	0	206.392	40	34	196	33	920	106.1	9.98	414.64	34	63.1	63.8	69.3	214	238	169	36.3	47.7	29.1	81.4	108.3	80.1	42348447.98	42862102.11	46496526.44	143687867.4	159783209.2	113490777.5	24345302.63	32015598.58	19570970.2	54626914.37	72680019.19	53779669.2	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P43243	Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	0	204.189	38	27	235	27	847	94.6	6.25	594.17	27	118	117.3	121.6	142.9	146.9	110.9	55.4	78.2	48.2	95.1	92.4	73.1	133460935.5	132724315.5	137547280.4	161650554.9	166137674.4	125413074.1	62624888.97	88493439.05	54536670.25	107516983.4	104533822.5	82718187.14	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P00367	Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2	0	204.067	47	22	189	22	558	61.4	7.8	472.12	22	197.9	95.7	70.6	251.3	171.2	69.3	52.9	99.4	44.6	59.4	71.6	16	173569848.9	83914300.19	61920291	220392194	150121015.8	60757290.25	46414657.88	87165819.31	39087164.06	52086301.81	62807119.81	13991759.31	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P16989	Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4	0	203.859	63	17	196	10	372	40.1	9.77	640.82	17	47.8	68.9	86.1	142.7	152.3	145.1	14.4	57.4	35.7	119.3	213.6	116.9	12525252.19	18052677	22579356.69	37389274.88	39915656.94	38022264.31	3764479.375	15040942.94	9351455.625	31263306.13	55982372.38	30637804.88	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P09651	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	0	200.528	52	23	281	20	372	38.7	9.13	743.59	23	94.5	95.9	101.6	181.7	190.5	146.9	37.2	48.3	36.2	91.3	113.2	62.7	142769472.6	144837001.8	153536554.4	274604101.4	287908313	221962671.4	56162069.45	73056377.03	54655634.34	137889030.4	171042439.8	94765662.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H078	Caseinolytic peptidase B protein homolog OS=Homo sapiens OX=9606 GN=CLPB PE=1 SV=1	0	200.01	39	29	211	29	707	78.7	9.01	505.05	29	9.1	16.1	21.6	146.1	218.3	176.4	8.9	17.3	1.8	184.8	249.5	150	9117274.875	16158125.81	21651234.25	146289381.9	218553090.3	176555466.2	8926879.328	17270987.92	1841611.563	185013611.5	249784494.6	150209636.6	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q01844	RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1	0	198.169	16	11	338	11	656	68.4	9.33	1075.88	11	89.6	125.6	141.9	71.9	97.9	94.7	79.8	118.6	83.6	97.9	115.4	83.2	385243612.4	540120536	610102118.1	309151399.5	421029376.8	407344791.8	342974074.1	509831307.4	359301693.2	421155510.5	496342170.7	357752392.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P05186	Alkaline phosphatase, tissue-nonspecific isozyme OS=Homo sapiens OX=9606 GN=ALPL PE=1 SV=4	0	197.996	54	21	217	21	524	57.3	6.67	608.95	21	44.5	27	49.8	80.2	73.6	42.5	69	288.7	150.4	74	229.3	71	52408381.38	31789050.94	58581232.19	94473049.16	86715653.75	49989838.34	81249312.08	339975615.4	177041862.2	87124235.46	270010156.6	83556850.91	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9P0K7	Ankycorbin OS=Homo sapiens OX=9606 GN=RAI14 PE=1 SV=2	0	194.517	38	31	147	31	980	110	6.21	315.83	31	115.2	47.6	68.5	113.6	109	75.6	87.6	205.1	93.5	78.5	128.5	77.2	70104713.28	28945989.64	41649611.97	69119861.13	66320876.38	46005734.84	53301173.44	124786786.8	56888479.45	47751336.64	78208806.19	46998906.19	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q15717	ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2	0	194.273	53	20	211	20	326	36.1	9.17	598.57	20	106	107	103.3	144.9	169.2	122.6	41.4	60.1	42.4	94	129	80.1	157040891.6	158510622.7	153017999.7	214639410.4	250545514.1	181551530.4	61236821.34	88945830.94	62719161.25	139145962.2	191014778.1	118621145.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P51116	RNA-binding protein FXR2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2	0	193.593	48	26	254	21	673	74.2	6.23	581.77	26	62.6	52.7	45.9	174.8	183.5	137.6	30.5	42.5	27.7	141.7	178.8	121.8	46482363.47	39124672.44	34064313.03	129837073	136282950.9	102169688.5	22661439.2	31562907.16	20537191.09	105188526.3	132765515.9	90414073.44	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	0	189.527	31	35	127	35	1410	152.4	8.6	278.32	35	81.1	83.6	101.5	94.3	112	92.7	72.3	104.3	66.7	126	141.9	123.7	95120004.56	98091376.38	119086654.5	110715573	131466541.7	108827294.4	84825043.13	122389052.6	78228590	147854020.5	166459262.1	145120684.1	High	High	Peak Found	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q12906	Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3	0	188.697	38	27	211	27	894	95.3	8.76	521.6	27	93.7	98.1	108	134.9	178.1	126.2	48.3	63.3	27.2	110	133.1	79.2	80691234.92	84484070.78	92991387.19	116150607.4	153328993.6	108664603.1	41549204.44	54468727.88	23402538.69	94754127.56	114622691.9	68179911.16	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62753	40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1	0	187.264	45	19	289	19	249	28.7	10.84	787.9	19	29.5	39.1	44.7	204.8	214.9	152.5	17.6	34.3	22.2	137.9	178	124.6	71505168.13	94961258.7	108418648.4	497120471.2	521427017.9	370085936.7	42652374.88	83203081.09	53884985.59	334767117.9	431884808.5	302302309.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UG63	ATP-binding cassette sub-family F member 2 OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=2	0	186.744	43	29	242	29	623	71.2	7.37	464.07	29	47.4	39.1	44.9	166.9	202.4	143.2	20.9	47.5	25.8	126.1	209.6	126.2	52351921.83	43136477.66	49604210.58	184278724.6	223532114.6	158153732.9	23061893.11	52488615.13	28541921.78	139229204.1	231496285	139427598.2	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q04637	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4	0	186.693	30	34	226	29	1599	175.4	5.33	504.23	34	96.2	92	94.8	191.6	195.7	120.5	39.6	54.1	41.4	99.5	104.5	70	93930331.64	89867438.72	92601135.5	187102752.3	191120438.8	117700398	38710532.98	52858379.83	40469332.81	97190594.53	102043541.8	68366722.59	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P23396	40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2	0	186.641	75	23	333	23	243	26.7	9.66	864.74	23	52	64.4	66	157.5	156.9	133.2	29.7	55.8	34.3	134	188.1	128.2	130870006.4	162189557.7	166202804.6	396579463.9	395102325	335410930.7	74883666.38	140517334.3	86426223.72	337413454.9	473694636.6	322784212.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P05388	60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1	0	185.843	59	17	250	17	317	34.3	5.97	753.59	17	29	27.1	40.2	166.9	194.1	131.1	26.1	31.8	21.2	149	217.9	165.6	86403039.75	80818786.44	119610519	497168979.2	578093678.3	390649930.3	77713116	94763077.22	63068643.19	443775149.7	649171383.1	493184676.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q02878	60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3	0	184.984	52	24	350	24	288	32.7	10.58	791.89	24	19.5	17.1	23.3	159.2	197.9	157.3	15.3	26.9	15.4	162.7	243.4	162.1	124483634.6	109495223.7	148674171.2	1017306971	1264271185	1005272722	97495371.3	171574156.5	98384546.4	1039526580	1555356633	1035968869	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P12956	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	0	184.635	39	25	220	25	609	69.8	6.64	524.28	25	176.9	101.5	98.9	209	143.6	86.8	44.9	105.5	58.3	77.3	65.7	31.4	184314165.7	105804673.2	103074425.1	217786869.6	149678883.2	90453878.97	46801287.34	109883560.1	60767385.16	80570827.56	68483829.31	32758252.41	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P13010	X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	0	183.711	41	26	172	26	732	82.7	5.81	349.65	26	197.1	109.8	93.4	283.1	161.9	73.7	52.2	96.6	34.1	36.1	42.5	19.5	136708506.8	76144542.91	64800809.56	196281149.9	112272273.4	51116472.03	36174905	66975469.13	23625808	25035033.8	29468840.34	13518554.75	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96PK6	RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2	0	177.991	44	27	338	27	669	69.4	9.67	778.05	27	142	112.6	121.5	166.8	179.9	156.8	72.8	41.4	31.2	59.4	73.5	41.9	269827785.1	213962553.1	230889314.8	316910402.1	341779389.6	297896266.9	138348904.5	78688538.47	59330385.38	112834289.6	139718858.8	79632186.88	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O75330	Hyaluronan mediated motility receptor OS=Homo sapiens OX=9606 GN=HMMR PE=1 SV=2	0	177.474	40	26	97	26	724	84	5.83	272.99	26	10.8	9.8	24.9	60.8	100	113.3	13.8	16.4	18	217.5	401.5	213.4	3368022.75	3044942.125	7748521.25	18930743.03	31129986.66	35278141.69	4300800.063	5101304.063	5607947.625	67730329.5	125054648.9	66449374.94	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Q15637	Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4	0	177.453	26	16	194	16	639	68.3	8.98	530.35	16	112	131.1	119.9	85.4	120.2	92.7	63.2	83.7	47.2	97.8	151.8	94.9	128673630.1	150649979.8	137820646.6	98190648.56	138104986.3	106549452.3	72658135.13	96160165.19	54258361.03	112444496.6	174472795.2	109116428.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
