Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
A8MTZ0	BBIP1	BBSome-interacting protein 1	1.59E-44	177271.2188	305505.625	222532.3125	108638.3203	189753.9219	339253.5938	196298.5	585518.25	334830.9063	69343.60938	196198.3281	187894.0625	107518.0703	73961.72656	76376.95313	108703.9297	121968.7266	74811.94531
A8MUU1	FABP5P3	Putative fatty acid-binding protein 5-like protein 3	4.60E-07	872275.875	907479.125	2090677.5	1606769.375	1681015	NaN	2335749	2431106.75	2156935.75	2731758	NaN	2587177.5	NaN	3577031.75	1770585	1497189	1433300.875	2620731.5
A8MVW0	FAM171A2	Protein FAM171A2	3.00E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	850483.75	NaN	NaN	NaN	NaN	NaN	NaN	564123	749336.375	563701.25	NaN
A8MW92	PHF20L1	PHD finger protein 20-like protein 1	8.38E-07	1609724.875	446139.9375	599899.25	1211719.625	1103629.875	1183312.125	797333.125	2097356	885492.6875	181516.5156	1708015	733330.4375	971454.0625	1248471	874928.5625	598413.6875	745667	NaN
A8MWL7;Q9NUH8	TMEM14DP;TMEM14B	Transmembrane protein 14DP;Transmembrane protein 14B	5.32E-05	22758.92578	192258.4219	3329969.75	197456.25	59415.03906	359153.8438	33632.72266	252079.75	254754.0469	236610.4063	153230.7344	147469.3594	129225.625	59322.52734	329023.4688	173359.6719	26775.97656	51546.45313
A8MXV4	NUDT19	Acyl-coenzyme A diphosphatase NUDT19	4.20E-36	10497657	10199749	10386527	7402741.5	10000479	9471999	9465304	10368578	9275418	8142771.5	8027399.5	7972320	9432216	9206818	8564057	7909280	7613696	9511853
A8MXY4	ZNF99	Zinc finger protein 99	0.001058329	124534.9141	NaN	NaN	168307.0938	NaN	NaN	302919.7813	NaN	NaN	171985.4844	NaN	NaN	102210.8906	NaN	NaN	NaN	NaN	NaN
A9UHW6	MIF4GD	MIF4G domain-containing protein	1.03E-24	425174.125	858057.5	383109.2188	180653.0781	413795.1875	552244.625	423462.4375	557245.5	453537.2188	296025.6875	409689.7188	435757.2188	468597.4063	715008.9375	316974.9688	591823.5625	392714.4375	659474.125
B0I1T2	MYO1G	Unconventional myosin-Ig	1.05E-30	581939.5	906663.6875	989748.75	737832.5625	756244.75	769850.6875	879124.125	772138.9375	841391	631645.625	753933.6875	690483.875	617082.0625	674998.0625	739185.25	684197.1875	674401.75	692377.375
B1AK53	ESPN	Espin	2.06E-33	406764.25	428986.2188	556285.3125	393647.2813	520707.9375	449453.3438	518931.3125	404011.4063	517463.9375	430116.5	414475.625	468655.4375	253520.875	375960.125	170012	451463.4375	513894.9063	415302.4688
B1ANS9	WDR64	WD repeat-containing protein 64	4.19E-06	22543676	22235904	27485326	26390102	23442240	21769520	26218216	25764600	23083148	24370980	23660678	22453338	20296196	20346370	20565472	20282466	18045294	19983968
B2RBV5		Putative MORF4 family-associated protein 1-like protein UPP	1.66E-27	3846106.5	4543374.5	5045962	4913868	5112521.5	2757050	4033905	3465285.5	1945378.625	3910748	1907995.875	2264255.75	2517816.25	2766937.25	1412236.75	1695940.25	1813817.875	1538658.875
B2RTY4	MYO9A	Unconventional myosin-IXa	1.50E-19	457431.0938	311714.6875	NaN	153998.3438	NaN	57643.54297	98510.29688	167294.3906	129985.3984	NaN	1329884.25	NaN	36025.13281	1866856	NaN	217316.4219	201280.7031	NaN
B3KU38;P0DPB3	IQCJ-SCHIP1;SCHIP1	IQCJ-SCHIP1 readthrough transcript protein;Schwannomin-interacting protein 1	4.28E-08	1359007.25	1199761.625	1373375.875	1567252.25	1338243.125	1179820.125	1113306.75	1260447.5	1218801.875	1413466.5	1202324.875	1173873.5	1272388.75	1183235.625	1407032.5	960567.5	994062.5625	910482.125
B4DXR9	ZNF732	Zinc finger protein 732	2.14E-17	536870.1875	904255.25	1067100.375	1491416.375	958999.6875	1011287.375	1445007	1356925.375	1485320.375	1595904	385799.75	808459.9375	286833.5	705450.9375	702453.3125	524759.25	1490215.5	918349.3125
B7U540;Q14500	KCNJ18;KCNJ12	Inward rectifier potassium channel 18;ATP-sensitive inward rectifier potassium channel 12	0.000166726	18811.44922	51409.96484	NaN	67972.45313	74198.51563	41904.37891	NaN	NaN	21996.17969	6762.185059	25925.12305	54997.49609	19917.03516	14795.45703	17033.53906	51206.73047	66604.10938	75510.77344
B7ZAQ6;P0CG08	GPR89A;GPR89B	Golgi pH regulator A;Golgi pH regulator B	2.48E-16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	905202.5	NaN	NaN	1025098.063	878874.8125
B7ZBB8	PPP1R3G	Protein phosphatase 1 regulatory subunit 3G	3.09E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1218777.25	NaN	NaN
B7ZW38;P0DMR1	HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3;Heterogeneous nuclear ribonucleoprotein C-like 4	0.003460311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	217604.5156	NaN	NaN	NaN	580508.75	NaN	NaN	NaN	NaN
C0HLS1	SCRIB	SCRIB overlapping open reading frame protein	3.04E-35	1638074.5	2021127.375	1922025	2422806	2056813	1222990.75	NaN	2174203.25	2633086.25	2292015.25	1034947.75	1800102.875	1770795.25	1322106.875	1601142.875	1102497.125	874675.375	1619350.625
C4AMC7;Q6VEQ5	WASH3P;WASH2P	Putative WAS protein family homolog 3;WAS protein family homolog 2	2.37E-33	2924965.5	2816765.75	2378523.5	2355759.5	3319920.75	2662526.5	2906060.5	3117837.75	2693863	3379476.25	2945703.5	2755302	2370025.25	3394858.5	2895399.25	2731370.25	3011410	3779690.25
C9J7I0	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1.58E-49	64005.69141	395873.6875	NaN	NaN	NaN	212747.2656	275460.75	299126.625	254395.8125	138779.6563	NaN	386586.5625	3945.37793	161138.8125	251961.625	134546.8281	NaN	58083.29688
C9JCN9	HSBP1L1	Heat shock factor-binding protein 1-like protein 1	2.26E-10	97776.24219	166703.6094	296583.9063	144273.7188	NaN	NaN	129523.9922	200338.0156	116216.6719	126674.7969	101781.8047	130576.4063	198367.8594	NaN	67652.21875	NaN	84133.01563	46600.92969
C9JRZ8	AKR1B15	Aldo-keto reductase family 1 member B15	6.33E-23	6366413.5	6447104.5	5328270.5	5984353	6451486	4927409.5	4952191.5	5729966	5629297	5319810.5	6042330	5808321.5	5510437	5334493	5443556.5	5590181	6808931.5	5766903
D6RIA3	C4orf54	Uncharacterized protein C4orf54	2.47E-08	735480.875	NaN	NaN	762149.8125	NaN	NaN	NaN	1350053.25	NaN	334119.0625	398062.0938	547047.5	NaN	NaN	472886.6563	NaN	539817.8125	NaN
E9PAV3	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	2.40E-39	58757392	59544360	52995992	56102088	54334484	61225380	53555884	45534328	45833176	47469824	48082464	48411656	45559408	44778316	45029672	40465476	35466028	38404844
E9PRG8	C11orf98	Uncharacterized protein C11orf98	4.56E-31	3203982	3043557.75	3357788	3272901.75	3104368	3165759	3594948	2957565	3252429.25	3389545.75	3376755.5	2668033.5	3063040.5	2793485.5	3258355.5	3068658.25	2608467.75	2471829
G9CGD6;Q6P9H4	CNK3/IPCEF1;CNKSR3	CNK3/IPCEF1 fusion protein;Connector enhancer of kinase suppressor of ras 3	1.82E-27	369985.9688	791960.9375	805059.375	202916.1719	1397877.625	2991230.25	128923.8125	463554.25	361496.875	NaN	355140.6563	32461.20703	524657.4375	539089.25	NaN	1005337.813	154824.7813	183176.1719
H0YL14	TMEM250	Transmembrane protein 250	2.13E-10	NaN	NaN	NaN	477471.5625	281220.2813	NaN	269403.1875	NaN	1128102.875	711295.375	208772.6406	194003.1406	NaN	334942.8125	143765.5625	571381.5625	611543.0625	247669.1875
H7BZ55	CROCC2	Ciliary rootlet coiled-coil protein 2	0.00179389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4747804.5	NaN	NaN	4973979.5	NaN
I6L899	GOLGA8R	Golgin subfamily A member 8R	6.47E-05	NaN	NaN	221246.3125	142118.2344	NaN	NaN	NaN	NaN	NaN	58748.45313	106191.4922	12068.34082	NaN	568154.0625	86589.8125	39705.42188	104149.7109	113379.3672
L0R6Q1	SLC35A4	SLC35A4 upstream open reading frame protein	1.05E-27	3549819.5	2917096.5	2437345	4293618	3792632.5	4220196	3894391	3284855.5	2628787.75	3717234.5	3312097	4215174	4435568	2972485.75	3548448.5	3692185.75	3672037.25	4089259.5
L0R819	ASDURF	ASNSD1 upstream open reading frame protein	7.50E-34	3132017.25	3114949.5	3073672	3337126.5	2815467	3074248.75	2401668.5	2784151.5	2337854.75	2477208	2549964	2854220.5	2413105.5	3202259.75	2707919	1991417.875	2444182.75	2801179
L0R8F8	MIEF1	MIEF1 upstream open reading frame protein	2.50E-27	1290840.625	1304027.375	1819846.875	759498.375	939161.25	1047472.75	1039833.563	1237628.375	671712.5625	731739.875	869424.375	703350.125	947597	1222650.5	817203.9375	782209.9375	813202.125	776122.25
O00115	DNASE2	Deoxyribonuclease-2-alpha	2.38E-40	3974415.5	3856371.5	3841200	3405115.25	3560018.25	3502002.75	3444725.5	3933447.25	3857955	4496982.5	3917259.5	2748653.5	3659706	3395375.75	3233256.75	4204882.5	4341490	3910909.75
O00116	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	5.84E-51	6626791.5	7023649	7431576.5	7485290	8004632.5	6866284	8050786	8292888	8280785	7908429.5	7805379	7936187	8287562.5	8077977	8446617	7861681.5	7672679.5	7979499
O00124	UBXN8	UBX domain-containing protein 8	1.23E-49	1709233.25	777333.6875	1286088	702477	1103165.625	779925.6875	796052.875	1263725.625	990722.125	1514122.75	887161.1875	1311635	1412924.5	429071.3438	938215.875	487758.3438	597483.125	649935.5
O00139	KIF2A	Kinesin-like protein KIF2A	4.94E-42	3956089.75	3653676.75	4330900.5	4716659.5	4038154.5	3947362.5	4352732.5	3853089	4192920.5	4009372	4139108	4027704.5	4188320	4067469.5	4148007.75	4009079.5	4174845	4307922.5
O00141	SGK1	Serine/threonine-protein kinase Sgk1	7.54E-08	127215.7578	148926.5625	116482.125	76319.67969	NaN	127879.1953	NaN	NaN	104928.8906	219672.5313	122883.75	237389.625	107022.3984	NaN	NaN	103077.0703	59606.1875	63104.98438
O00148	DDX39A	ATP-dependent RNA helicase DDX39A	4.11E-40	8959359	8094592.5	7304476	8741231	8458081	6983292.5	7754754	8842512	8129632.5	8241509.5	8271927.5	8680313	8453071	7947944	8930216	7885201.5	7837434	7666255.5
O00151	PDLIM1	PDZ and LIM domain protein 1	1.22E-35	36533300	36316396	35821320	33835520	36609032	40174324	38312128	35274700	35120144	32982132	34610744	32283682	30641630	29111306	32749888	35624308	34531600	32374670
O00154	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	3.91E-36	9063200	8614935	9091141	9011739	8479412	8694699	8348810	9122577	8272951.5	8618295	9238132	8934068	8381477	8621254	7994065.5	8541882	8909362	9271112
O00159	MYO1C	Unconventional myosin-Ic	1.80E-54	8583156	9105729	9335127	8590387	7646119	7947168	8026462	9494497	8323419.5	8537274	8503167	9024178	9286777	9110118	9051929	9515856	9279596	10094842
O00160	MYO1F	Unconventional myosin-If	1.20E-09	NaN	NaN	374568	NaN	166699.0781	NaN	NaN	NaN	180092.4219	NaN	NaN	NaN	NaN	147019.8906	NaN	NaN	217535.375	61395.99219
O00161	SNAP23	Synaptosomal-associated protein 23	2.87E-28	1215903.875	1262766.25	1328963.625	1192197.5	1093719.25	1345121.5	1197390.875	1267709.875	1330581.375	1179241.625	1028861.25	1455919.5	1268449.875	1384508.25	1315691.125	1428502.75	1376819.375	1432343.875
O00165	HAX1	HCLS1-associated protein X-1	9.69E-42	2871443	2250691.25	2215689.75	2549457.5	2623385.5	2407558.75	2717131.5	2446535.5	2269693.5	2401069.75	2632339	2389293.75	2469160.25	2438387.75	2346187.75	2270683.75	2440873.25	2194040.5
O00170	AIP	AH receptor-interacting protein	1.49E-51	11389823	12876895	12970001	12772135	12240423	14116318	13307751	13499759	13070793	11858270	12319304	12064487	12928188	12867306	12344482	12718490	13558590	12919590
O00178	GTPBP1	GTP-binding protein 1	1.06E-45	726235.4375	949176.9375	945270.1875	952895.3125	1017214.563	1088454.75	1129048.875	917584.875	947850	845110.4375	948594.1875	913126.4375	993625.4375	892824.3125	869736.375	1005442.438	939215.25	987589.625
O00180	KCNK1	Potassium channel subfamily K member 1	7.40E-18	269864.5313	892331	420111.8438	630855.3125	714663.9375	640855.5	806455.8125	518821.625	600839.8125	407058.125	414311.0938	389514.25	742254.5625	481108.375	149755.9063	591184.125	294241.0625	628420
O00186	STXBP3	Syntaxin-binding protein 3	6.29E-45	6663280.5	6920883	7329612	7211194	7308493.5	6116915.5	7166602.5	6948371	8131637.5	6910196	6984259	8082141	7832079	8950248	7319263.5	7677583	7746596	9190364
O00189	AP4M1	AP-4 complex subunit mu-1	9.18E-23	1156553.75	1500439.125	978832.5625	1066591.75	1130984.875	1330096.875	911201.375	1308686.25	903472.6875	1451807.75	1207513.375	1227166.125	1060082.25	1546497.25	1008450.563	949462.8125	1169503.875	1292436.125
O00192	ARVCF	Splicing regulator ARVCF	2.51E-31	7483864	5841001.5	2815505.75	4529581	4540302.5	3205002.25	3627635.25	4333782.5	3026455.5	3837469.75	3265300.25	2704581.5	3566600.25	3677339.5	1761886.625	3204759.5	5026622	3736917.25
O00193	SMAP	Small acidic protein	4.68E-40	3892329	2765476.75	4562253	4178203	3634137.25	4574024.5	3645160.75	3205051.25	4192274.5	4119822.5	3423156.25	2826735.75	3290218.5	2652172.75	3218367.25	4446072	3983700.75	2788963
O00194	RAB27B	Ras-related protein Rab-27B	4.94E-38	651230.875	700919.0625	985255.875	780446.5625	827749.5	651191.6875	597849.9375	543049.75	638905.5	715781	461495.2813	492565.25	634863.6875	513642.1563	609880.5	497598.6875	617153.0625	493413.125
O00203	AP3B1	AP-3 complex subunit beta-1	5.28E-39	11742000	12192977	11766706	11812124	12082059	11133088	11545788	10676863	11934849	12010020	10552527	11529156	11273613	13060044	11842805	12153636	12115224	12698112
O00212	RHOD	Rho-related GTP-binding protein RhoD	5.11E-37	10974316	10521463	9270740	10946811	8305934	9564923	10624340	10435545	10820775	8501863	11010319	8233527.5	8591606	9115250	9362742	9428195	8751088	8997271
O00214	LGALS8	Galectin-8	3.53E-18	NaN	870137.5	218112.7813	NaN	NaN	NaN	1483987.125	499478.625	571511.3125	1581607.25	242600.6875	NaN	NaN	541012.0625	1345929.625	940060.1875	1571637.125	240587.2656
O00217	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.18E-30	3219771.25	3000542.75	3547013.25	2917634.75	2695546.75	3097692.25	3475225.75	3181209.25	2891723	3153607.5	3474896.75	3314950.75	3313068	3255744	3060514	2510422.25	2743261.5	2950909.25
O00220	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	1.59E-43	603653.9375	718462.4375	489056.9063	557829.25	656288.375	592078.9375	495976.3125	561839.5625	704164.75	666224.375	641861.375	593576.625	551749.75	633479.3125	637914.6875	429906.125	486895.9375	478264.7188
O00221	NFKBIE	NF-kappa-B inhibitor epsilon	9.22E-38	2034028.5	1761204.5	2273361	1884418.875	2035376	1499279.75	1721896.625	2046154	1695303.125	1612490.125	1518289.125	1831943	1983975.5	1851488.75	1564658.5	1772105.375	1534054.875	1417642.625
O00231	PSMD11	26S proteasome non-ATPase regulatory subunit 11	8.76E-44	8556759	8570025	8832518	8926450	9121725	7415538.5	8599096	8991794	8790006	8675532	8825620	9626868	9812879	10007030	9241030	8243034.5	8485394	9354872
O00232	PSMD12	26S proteasome non-ATPase regulatory subunit 12	1.09E-41	5161911.5	4992307	5016413.5	4860847	5435016.5	4439420	5298099	5133024	4808634.5	4699966	4979676	5301016	5792753	5414201	5266140	5489082.5	4957707	5393505
O00233	PSMD9	26S proteasome non-ATPase regulatory subunit 9	1.93E-42	26951834	25858276	24591292	24263574	24832786	27260364	22874888	24331394	23858884	25298034	27617088	26072488	25466108	21869094	25316294	22730100	23741756	22268194
O00244	ATOX1	Copper transport protein ATOX1	5.96E-34	9827057	9418261	10470584	8690482	9105023	10199591	10314075	9045330	9824328	9698130	9879181	9057856	9960614	8569272	9939940	9319171	10444987	8652759
O00255	MEN1	Menin	6.15E-38	261778.4219	179125.4375	367424.3438	299303.4375	256973.5156	202687.4844	291810.0625	280724.4375	300929.5313	354682.3438	418066.125	291878.8125	291530.1875	293034	254022.4688	269652.75	337255.5625	299051.625
O00257	CBX4	E3 SUMO-protein ligase CBX4	1.04E-32	2113162.25	2467285.25	1928464.25	2042536.125	2300276.25	2004368.5	2436733.75	2651245.5	2293595	1804634.375	2332919.5	2261240.25	2067990.75	2566293.25	2517730.75	2199617.25	2450915	2544113.5
O00264	PGRMC1	Membrane-associated progesterone receptor component 1	1.87E-36	18449594	19561144	19979674	18177472	18300560	17344752	16414326	19875728	16794766	17686934	17297958	19066500	18268516	16787870	18434412	18403886	18556648	17804370
O00267	SUPT5H	Transcription elongation factor SPT5	8.51E-36	13024972	13435645	13307323	13386920	13064295	14079057	12704135	13604646	12334362	13283286	14186877	13641674	13491043	13916463	14295386	14239061	14553761	14117847
O00268	TAF4	Transcription initiation factor TFIID subunit 4	1.94E-41	994471.875	856719.75	1021903	709159.5625	820060.875	735381.6875	1291539.375	1057038.625	929865.4375	600897.625	737963	797444.375	798369.6875	723463.0625	740369.8125	898372.5	909538.9375	816452.0625
O00273	DFFA	DNA fragmentation factor subunit alpha	5.91E-37	26829854	23578514	23994798	24225762	24459542	24985604	22490666	21864054	22344168	23085042	24694168	22584516	21475298	21987868	20246704	23043620	22518242	20313152
O00287	RFXAP	Regulatory factor X-associated protein	2.81E-05	8689581	NaN	NaN	11250203	11230248	NaN	NaN	NaN	9520821	8303022	10511747	10220987	NaN	8158060.5	10290591	8985395	NaN	7234148
O00291	HIP1	Huntingtin-interacting protein 1	3.36E-45	6926638	6761783	6476198.5	6741951.5	6768867.5	6616789.5	6298874.5	7247998.5	7611988.5	6680816.5	6885895	5579794	6868654.5	6549305	7027463	5898524	7351139.5	7021271
O00299	CLIC1	Chloride intracellular channel protein 1	2.93E-42	49558320	49832388	60212724	48550556	44193696	44980392	48308636	51062540	52141888	46443424	49477380	48950576	47633416	45047672	47615072	48097340	48191232	47706212
O00303	EIF3F	Eukaryotic translation initiation factor 3 subunit F	2.07E-59	8034814.5	6997838.5	14077511	10302354	9670854	8421529	11221798	11274218	13294318	9163970	11284270	11419328	11012745	10688887	10566395	9936752	10760181	10244795
O00308	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	8.69E-29	1236016	1278216.625	1351923.875	764144.75	1288056.5	1326399.875	1134888.75	1002496.125	1243357.75	1138293.125	1385863.125	1510819	1008502.625	1261020.625	1479794.875	906271.625	1202220.625	1239230.25
O00311	CDC7	Cell division cycle 7-related protein kinase	2.60E-40	678431.625	607533.625	624088.875	734202.625	638124.4375	714972.875	753542.4375	640690.9375	549327.5625	848028.375	818738.875	817388.125	814691.1875	853337.5	796239	695311.0625	727574.125	813949.5
O00327	ARNTL	Aryl hydrocarbon receptor nuclear translocator-like protein 1	3.81E-21	3625411	3425055.5	4136458.75	2596419.75	3095496.25	3109232	2784626	2322117	2482063	4442199	4171553.75	3176391.25	4700511	1936494	3546024.5	3135917	3693412.5	2268476.75
O00330	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	2.48E-36	4361850	4130028.25	4317480	4187533	4690646	3859269	4682083.5	4442053.5	4938466	4312380.5	4010728.25	3683873.5	4171800.75	5085890	4034259.75	3777101.5	4299886	4586521
O00391	QSOX1	Sulfhydryl oxidase 1	7.62E-18	NaN	824301.625	NaN	NaN	54461.33594	1091300	1125382	542235.0625	826357	134372.7813	498459.5938	260841.6875	419296.4688	743246.8125	78208.01563	40937.18359	17481.58008	900249.5625
O00399	DCTN6	Dynactin subunit 6	6.16E-34	12801233	12536402	19729558	13195618	13888721	14268957	11369645	14319168	12576867	13106649	12062073	11325139	10860104	10602928	12386677	9173847	12432672	8783680
O00400	SLC33A1	Acetyl-coenzyme A transporter 1	1.16E-37	2410256.5	3281054.5	2417423	3058514.5	2133949	2684567	2538176.25	2771205.5	2390387	2478449	2331266.75	2318289.25	2981189.5	2906587.5	2711991	2829734.5	2528533	3034541.25
O00401	WASL	Actin nucleation-promoting factor WASL	3.91E-36	15052892	15738041	17329570	15899000	16301776	16608297	12878914	15144952	17407616	14189617	14947089	14692455	13518290	14537809	13296485	16108759	15497273	12745858
O00410	IPO5	Importin-5	6.23E-45	7298240	7690682.5	13503274	10799772	8462176	7857681	10318198	11469202	14146102	9492296	10154080	13470439	13736513	15907901	13502146	13688593	13451611	16868178
O00411	POLRMT	DNA-directed RNA polymerase, mitochondrial	1.92E-44	1471559	1307608.75	1294618.375	1177629.125	1461242.75	1239822.25	1650228.125	1290972.5	1549792.5	1280463.25	1356626.125	1259975.25	1225456.25	1447129.625	1353213.25	1436085.25	1241778.125	1383474.625
O00418	EEF2K	Eukaryotic elongation factor 2 kinase	1.84E-57	3625752.5	3140650	3722829.75	3348020.75	3453054.25	3764534.25	3907566.5	3632839	2759934	3320064.75	3295638.5	3559239.5	3770162.5	4299293.5	3733465.25	3070225	3322016.25	3469601.25
O00422	SAP18	Histone deacetylase complex subunit SAP18	8.54E-44	8778659	9471610	9204338	8881172	9057912	9147877	9799027	8990522	9245081	9044862	9570053	8541717	8661747	8464383	9018563	9340488	8578397	8647008
O00423	EML1	Echinoderm microtubule-associated protein-like 1	8.38E-23	3612139.5	2971287.5	4205404.5	2750603.25	2916998.75	2597255.25	3410990	3236428.5	3450705.5	3018019.75	2019427.875	2377123	2537769	2546327	2330529	2807871	2086732	2281194.25
O00425	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	7.48E-33	13242045	12980540	12790253	12647402	12062920	12295551	11371990	12344395	12596246	11193188	12515828	11374704	10606104	11630627	11111430	11392224	11106414	11747902
O00429	DNM1L	Dynamin-1-like protein	8.35E-41	8138411	9503092	10190204	10170282	10276727	8930719	10893210	10266978	11097748	10558926	9740119	10327161	10379536	10506276	10794026	12074858	11649267	11376793
O00442	RTCA	RNA 3'-terminal phosphate cyclase	1.88E-45	1277440.25	1080025.5	1235761.25	1379677.125	1394227	1485488.375	1689659.5	1441309.75	1464044.5	1621687.25	1151585.875	1274477.125	1320449.375	1338833.625	1047359.688	1515874.25	1538652.125	1593031.875
